CompoundID,ChemOntID,ClassifiedResults
3684314,NotAvailable,"predicted_chebi_terms: [""quinolone (CHEBI:23765)"", ""organofluorine compound (CHEBI:37143)"", ""N-arylpiperazine (CHEBI:46848)"", ""aminoquinoline (CHEBI:36709)"", ""quinolines (CHEBI:26513)"", ""pyridines (CHEBI:26421)"", ""aromatic carboxylic acid (CHEBI:33859)"", ""dialkylarylamine (CHEBI:23665)"", ""tertiary amino compound (CHEBI:50996)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""organic aromatic compound (CHEBI:33659)"", ""carboxamide (CHEBI:37622)"", ""acetamides (CHEBI:22160)"", ""enone (CHEBI:51689)"", ""enamine (CHEBI:47989)"", ""amino acid (CHEBI:33709)"", ""carboxylic acid (CHEBI:33575)"", ""carboxylic acid anion (CHEBI:29067)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""carbonyl compound (CHEBI:36586)"", ""organic molecule (CHEBI:72695)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic oxide (CHEBI:25701)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""piperazines (CHEBI:26144)"", ""pyridinemonocarboxylic acid (CHEBI:26420)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""organohalogen compound (CHEBI:36684)"", ""haloarene (CHEBI:50887)"", ""organooxygen compound (CHEBI:36963)"", ""amide (CHEBI:32988)"", ""peptide (CHEBI:16670)"", ""oxygen molecular entity (CHEBI:25806)""]"
3684314,NotAvailable,predicted_lipidmaps_terms: []
3684314,NotAvailable,Classification_version: 2.1
3685669,CHEMONTID:0000000,Kingdom: Organic compounds
3685669,CHEMONTID:0002448,Superclass: Benzenoids
3685669,CHEMONTID:0002279,Class: Benzene and substituted derivatives
3685669,CHEMONTID:0000176,Subclass: Benzoic acids and derivatives
3685669,CHEMONTID:0000178,Direct_parent: Benzamides
3685669,CHEMONTID:0004742,alternative_parents: Phenoxy compounds
3685669,CHEMONTID:0004113,alternative_parents: Methoxybenzenes
3685669,CHEMONTID:0000321,alternative_parents: Benzoyl derivatives
3685669,CHEMONTID:0000138,alternative_parents: Anisoles
3685669,CHEMONTID:0000128,alternative_parents: Alkyl aryl ethers
3685669,CHEMONTID:0002239,alternative_parents: Trialkylamines
3685669,CHEMONTID:0001663,alternative_parents: Secondary carboxylic acid amides
3685669,CHEMONTID:0000347,alternative_parents: Amino acids and derivatives
3685669,CHEMONTID:0003940,alternative_parents: Organic oxides
3685669,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
3685669,NotAvailable,mMlecular_framework: Aromatic homomonocyclic compounds
3685669,NotAvailable,"Substituents: [""Benzamide"", ""Anisole"", ""Benzoyl"", ""Phenol ether"", ""Methoxybenzene"", ""Phenoxy compound"", ""Alkyl aryl ether"", ""Tertiary aliphatic amine"", ""Tertiary amine"", ""Secondary carboxylic acid amide"", ""Amino acid or derivatives"", ""Carboxamide group"", ""Ether"", ""Carboxylic acid derivative"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Amine"", ""Organic nitrogen compound"", ""Hydrocarbon derivative"", ""Organic oxide"", ""Organic oxygen compound"", ""Aromatic homomonocyclic compound""]"
3685669,NotAvailable,External_descriptors: []
3685669,NotAvailable,"Ancestors: [""Alkyl aryl ethers"", ""Amines"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Anisoles"", ""Benzamides"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Benzoic acids and derivatives"", ""Benzoyl derivatives"", ""Carboxylic acid amides"", ""Carboxylic acid derivatives"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Ethers"", ""Hydrocarbon derivatives"", ""Methoxybenzenes"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Phenol ethers"", ""Phenoxy compounds"", ""Secondary carboxylic acid amides"", ""Tertiary amines"", ""Trialkylamines""]"
3685669,NotAvailable,"predicted_chebi_terms: [""benzenes (CHEBI:22712)"", ""methoxybenzene (CHEBI:51683)"", ""carbonyl compound (CHEBI:36586)"", ""aromatic ether (CHEBI:35618)"", ""tertiary amino compound (CHEBI:50996)"", ""carboxamide (CHEBI:37622)"", ""organonitrogen compound (CHEBI:35352)"", ""organooxygen compound (CHEBI:36963)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""benzamides (CHEBI:22702)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""oxygen molecular entity (CHEBI:25806)"", ""organic molecular entity (CHEBI:50860)"", ""ether (CHEBI:25698)"", ""nitrogen molecular entity (CHEBI:51143)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""organic acid (CHEBI:64709)"", ""carboxylic acid (CHEBI:33575)"", ""amide (CHEBI:32988)"", ""benzoic acids (CHEBI:22723)"", ""amino acid (CHEBI:33709)"", ""peptide (CHEBI:16670)""]"
3685669,NotAvailable,predicted_lipidmaps_terms: []
3685669,NotAvailable,Classification_version: 2.1
3694420,CHEMONTID:0000000,Kingdom: Organic compounds
3694420,CHEMONTID:0000012,Superclass: Lipids and lipid-like molecules
3694420,CHEMONTID:0000259,Class: Prenol lipids
3694420,CHEMONTID:0001551,Subclass: Diterpenoids
3694420,CHEMONTID:0000676,Direct_parent: Taxanes and derivatives
3694420,CHEMONTID:0003469,alternative_parents: N-benzylbenzamides
3694420,CHEMONTID:0002966,alternative_parents: Tetracarboxylic acids and derivatives
3694420,CHEMONTID:0001878,alternative_parents: Beta amino acids and derivatives
3694420,CHEMONTID:0003100,alternative_parents: 4-halobenzoic acids and derivatives
3694420,CHEMONTID:0001350,alternative_parents: Benzoic acid esters
3694420,CHEMONTID:0000321,alternative_parents: Benzoyl derivatives
3694420,CHEMONTID:0003420,alternative_parents: Alpha-acyloxy ketones
3694420,CHEMONTID:0001099,alternative_parents: Chlorobenzenes
3694420,CHEMONTID:0000324,alternative_parents: Fatty acid esters
3694420,CHEMONTID:0001030,alternative_parents: Aryl chlorides
3694420,CHEMONTID:0001540,alternative_parents: Monosaccharides
3694420,CHEMONTID:0001670,alternative_parents: Tertiary alcohols
3694420,CHEMONTID:0001663,alternative_parents: Secondary carboxylic acid amides
3694420,CHEMONTID:0001661,alternative_parents: Secondary alcohols
3694420,CHEMONTID:0000070,alternative_parents: Oxetanes
3694420,CHEMONTID:0001238,alternative_parents: Carboxylic acid esters
3694420,CHEMONTID:0001292,alternative_parents: Cyclic alcohols and derivatives
3694420,CHEMONTID:0000118,alternative_parents: Ketones
3694420,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
3694420,CHEMONTID:0001167,alternative_parents: Dialkyl ethers
3694420,CHEMONTID:0001516,alternative_parents: Organochlorides
3694420,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
3694420,CHEMONTID:0003940,alternative_parents: Organic oxides
3694420,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
3694420,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
3694420,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
3694420,NotAvailable,"Substituents: [""Taxane diterpenoid"", ""N-benzylbenzamide"", ""Tetracarboxylic acid or derivatives"", ""Beta amino acid or derivatives"", ""Benzoate ester"", ""4-halobenzoic acid or derivatives"", ""Halobenzoic acid or derivatives"", ""Benzoic acid or derivatives"", ""Benzamide"", ""Benzoyl"", ""Halobenzene"", ""Fatty acid ester"", ""Chlorobenzene"", ""Alpha-acyloxy ketone"", ""Aryl chloride"", ""Monosaccharide"", ""Monocyclic benzene moiety"", ""Aryl halide"", ""Fatty acyl"", ""Benzenoid"", ""Tertiary alcohol"", ""Cyclic alcohol"", ""Secondary carboxylic acid amide"", ""Carboxamide group"", ""Carboxylic acid ester"", ""Secondary alcohol"", ""Oxetane"", ""Ketone"", ""Ether"", ""Oxacycle"", ""Organoheterocyclic compound"", ""Carboxylic acid derivative"", ""Dialkyl ether"", ""Carbonyl group"", ""Alcohol"", ""Organic oxide"", ""Organochloride"", ""Hydrocarbon derivative"", ""Organohalogen compound"", ""Organonitrogen compound"", ""Organic nitrogen compound"", ""Organic oxygen compound"", ""Organopnictogen compound"", ""Organooxygen compound"", ""Aromatic heteropolycyclic compound""]"
3694420,NotAvailable,External_descriptors: []
3694420,NotAvailable,"Ancestors: [""4-halobenzoic acids and derivatives"", ""Alcohols and polyols"", ""Alpha-acyloxy carbonyl compounds"", ""Alpha-acyloxy ketones"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Aryl chlorides"", ""Aryl halides"", ""Benzamides"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Benzoic acid esters"", ""Benzoic acids and derivatives"", ""Benzoyl derivatives"", ""Beta amino acids and derivatives"", ""Carbohydrates and carbohydrate conjugates"", ""Carbonyl compounds"", ""Carboxylic acid amides"", ""Carboxylic acid derivatives"", ""Carboxylic acid esters"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Chlorobenzenes"", ""Cyclic alcohols and derivatives"", ""Dialkyl ethers"", ""Diterpenoids"", ""Ethers"", ""Fatty Acyls"", ""Fatty acid esters"", ""Halobenzenes"", ""Halobenzoic acids and derivatives"", ""Hydrocarbon derivatives"", ""Ketones"", ""Lipids and lipid-like molecules"", ""Monosaccharides"", ""N-benzylbenzamides"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organochlorides"", ""Organohalogen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Oxacyclic compounds"", ""Oxetanes"", ""Prenol lipids"", ""Secondary alcohols"", ""Secondary carboxylic acid amides"", ""Taxanes and derivatives"", ""Tertiary alcohols"", ""Tetracarboxylic acids and derivatives""]"
3694420,NotAvailable,"predicted_chebi_terms: [""benzamides (CHEBI:22702)"", ""organooxygen compound (CHEBI:36963)"", ""organonitrogen compound (CHEBI:35352)"", ""carbonyl compound (CHEBI:36586)"", ""organohalogen compound (CHEBI:36684)"", ""benzoate ester (CHEBI:36054)"", ""ketone (CHEBI:17087)"", ""carboxylic ester (CHEBI:33308)"", ""lignan (CHEBI:25036)"", ""organochlorine compound (CHEBI:36683)"", ""fatty acid ester (CHEBI:35748)"", ""monosaccharide (CHEBI:35381)"", ""tertiary alcohol (CHEBI:26878)"", ""carboxamide (CHEBI:37622)"", ""secondary alcohol (CHEBI:35681)"", ""oxetanes (CHEBI:38784)"", ""organic hydroxy compound (CHEBI:33822)"", ""oxacycle (CHEBI:38104)"", ""ether (CHEBI:25698)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""taxane diterpenoid (CHEBI:50367)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""amino acid (CHEBI:33709)"", ""peptide (CHEBI:16670)"", ""oxygen molecular entity (CHEBI:25806)"", ""lipid (CHEBI:18059)"", ""haloarene (CHEBI:50887)"", ""carbohydrates and carbohydrate derivatives (CHEBI:78616)"", ""polyol (CHEBI:26191)"", ""alcohol (CHEBI:30879)"", ""amide (CHEBI:32988)"", ""organic heterocyclic compound (CHEBI:24532)"", ""nitrogen molecular entity (CHEBI:51143)"", ""ether lipid (CHEBI:64611)"", ""diterpenoid (CHEBI:23849)""]"
3694420,NotAvailable,"predicted_lipidmaps_terms: [""Fatty esters (FA07)"", ""Taxane and Abeotaxane diterpenoids (PR010439)"", ""Fatty Acyls (FA)"", ""Prenol Lipids (PR)"", ""C20 isoprenoids (diterpenes) (PR0104)""]"
3694420,NotAvailable,Classification_version: 2.1
3732385,CHEMONTID:0000000,Kingdom: Organic compounds
3732385,CHEMONTID:0004603,Superclass: Organic oxygen compounds
3732385,CHEMONTID:0000323,Class: Organooxygen compounds
3732385,CHEMONTID:0000011,Subclass: Carbohydrates and carbohydrate conjugates
3732385,CHEMONTID:0003305,Intermediate_nodes: Aminosaccharides
3732385,CHEMONTID:0000282,Direct_parent: Aminoglycosides
3732385,CHEMONTID:0000147,alternative_parents: Macrolides and analogues
3732385,CHEMONTID:0002207,alternative_parents: O-glycosyl compounds
3732385,CHEMONTID:0001540,alternative_parents: Monosaccharides
3732385,CHEMONTID:0002012,alternative_parents: Oxanes
3732385,CHEMONTID:0001670,alternative_parents: Tertiary alcohols
3732385,CHEMONTID:0001661,alternative_parents: Secondary alcohols
3732385,CHEMONTID:0000347,alternative_parents: Amino acids and derivatives
3732385,CHEMONTID:0001238,alternative_parents: Carboxylic acid esters
3732385,CHEMONTID:0000050,alternative_parents: Lactones
3732385,CHEMONTID:0002239,alternative_parents: Trialkylamines
3732385,CHEMONTID:0001897,"alternative_parents: 1,2-aminoalcohols"
3732385,CHEMONTID:0001137,alternative_parents: Monocarboxylic acids and derivatives
3732385,CHEMONTID:0002286,alternative_parents: Polyols
3732385,CHEMONTID:0001167,alternative_parents: Dialkyl ethers
3732385,CHEMONTID:0000411,alternative_parents: Oximes
3732385,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
3732385,CHEMONTID:0001656,alternative_parents: Acetals
3732385,CHEMONTID:0001831,alternative_parents: Carbonyl compounds
3732385,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
3732385,CHEMONTID:0003940,alternative_parents: Organic oxides
3732385,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
3732385,NotAvailable,mMlecular_framework: Aliphatic heteromonocyclic compounds
3732385,NotAvailable,"Substituents: [""Aminoglycoside core"", ""Macrolide"", ""Glycosyl compound"", ""O-glycosyl compound"", ""Monosaccharide"", ""Oxane"", ""Tertiary alcohol"", ""1,2-aminoalcohol"", ""Amino acid or derivatives"", ""Carboxylic acid ester"", ""Lactone"", ""Secondary alcohol"", ""Tertiary aliphatic amine"", ""Tertiary amine"", ""Oxacycle"", ""Acetal"", ""Monocarboxylic acid or derivatives"", ""Polyol"", ""Oxime"", ""Organoheterocyclic compound"", ""Ether"", ""Dialkyl ether"", ""Carboxylic acid derivative"", ""Organic nitrogen compound"", ""Alcohol"", ""Carbonyl group"", ""Organonitrogen compound"", ""Organopnictogen compound"", ""Organic oxide"", ""Amine"", ""Hydrocarbon derivative"", ""Aliphatic heteromonocyclic compound""]"
3732385,NotAvailable,External_descriptors: []
3732385,NotAvailable,"Ancestors: [""1,2-aminoalcohols"", ""Acetals"", ""Alcohols and polyols"", ""Alkanolamines"", ""Amines"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Aminoglycosides"", ""Aminosaccharides"", ""Carbohydrates and carbohydrate conjugates"", ""Carbonyl compounds"", ""Carboxylic acid derivatives"", ""Carboxylic acid esters"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Dialkyl ethers"", ""Ethers"", ""Glycosyl compounds"", ""Hydrocarbon derivatives"", ""Lactones"", ""Macrolides and analogues"", ""Monocarboxylic acids and derivatives"", ""Monosaccharides"", ""O-glycosyl compounds"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Oxacyclic compounds"", ""Oxanes"", ""Oximes"", ""Phenylpropanoids and polyketides"", ""Polyols"", ""Secondary alcohols"", ""Tertiary alcohols"", ""Tertiary amines"", ""Trialkylamines""]"
3732385,NotAvailable,"predicted_chebi_terms: [""macrolide (CHEBI:25106)"", ""glycoside (CHEBI:24400)"", ""monosaccharide (CHEBI:35381)"", ""oxanes (CHEBI:46942)"", ""tertiary alcohol (CHEBI:26878)"", ""secondary alcohol (CHEBI:35681)"", ""organonitrogen compound (CHEBI:35352)"", ""organooxygen compound (CHEBI:36963)"", ""carboxylic ester (CHEBI:33308)"", ""lactone (CHEBI:25000)"", ""tertiary amino compound (CHEBI:50996)"", ""amino alcohol (CHEBI:22478)"", ""monocarboxylic acid (CHEBI:25384)"", ""polyol (CHEBI:26191)"", ""ether (CHEBI:25698)"", ""oxime (CHEBI:25750)"", ""oxacycle (CHEBI:38104)"", ""acetal (CHEBI:59769)"", ""carbonyl compound (CHEBI:36586)"", ""organic molecule (CHEBI:72695)"", ""organic oxide (CHEBI:25701)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""aminoglycoside (CHEBI:47779)"", ""chemical entity (CHEBI:24431)"", ""oxygen molecular entity (CHEBI:25806)"", ""carbohydrates and carbohydrate derivatives (CHEBI:78616)"", ""organic heterocyclic compound (CHEBI:24532)"", ""organic hydroxy compound (CHEBI:33822)"", ""alcohol (CHEBI:30879)"", ""organic acid (CHEBI:64709)"", ""carboxylic acid (CHEBI:33575)"", ""nitrogen molecular entity (CHEBI:51143)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""amino sugar (CHEBI:28963)"", ""amino acid (CHEBI:33709)"", ""peptide (CHEBI:16670)""]"
3732385,NotAvailable,"predicted_lipidmaps_terms: [""Macrolides and lactone polyketides (PK04)""]"
3732385,NotAvailable,Classification_version: 2.1
3743673,CHEMONTID:0000000,Kingdom: Organic compounds
3743673,CHEMONTID:0000261,Superclass: Phenylpropanoids and polyketides
3743673,CHEMONTID:0002106,Class: Anthracyclines
3743673,CHEMONTID:0002106,Direct_parent: Anthracyclines
3743673,CHEMONTID:0000155,alternative_parents: Tetracenequinones
3743673,CHEMONTID:0000282,alternative_parents: Aminoglycosides
3743673,CHEMONTID:0000151,alternative_parents: Anthraquinones
3743673,CHEMONTID:0001498,alternative_parents: Hexoses
3743673,CHEMONTID:0002207,alternative_parents: O-glycosyl compounds
3743673,CHEMONTID:0000048,alternative_parents: Tetralins
3743673,CHEMONTID:0000138,alternative_parents: Anisoles
3743673,CHEMONTID:0003670,alternative_parents: Aryl ketones
3743673,CHEMONTID:0002235,alternative_parents: Ketazines
3743673,CHEMONTID:0000128,alternative_parents: Alkyl aryl ethers
3743673,CHEMONTID:0000195,alternative_parents: Piperidines
3743673,CHEMONTID:0002012,alternative_parents: Oxanes
3743673,CHEMONTID:0001670,alternative_parents: Tertiary alcohols
3743673,CHEMONTID:0003889,alternative_parents: Vinylogous acids
3743673,CHEMONTID:0001897,"alternative_parents: 1,2-aminoalcohols"
3743673,CHEMONTID:0001661,alternative_parents: Secondary alcohols
3743673,CHEMONTID:0000158,alternative_parents: N-organohydroxylamines
3743673,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
3743673,CHEMONTID:0001656,alternative_parents: Acetals
3743673,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
3743673,CHEMONTID:0002286,alternative_parents: Polyols
3743673,CHEMONTID:0000469,alternative_parents: Monoalkylamines
3743673,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
3743673,CHEMONTID:0000124,alternative_parents: Aldehydes
3743673,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
3743673,CHEMONTID:0003940,alternative_parents: Organic oxides
3743673,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
3743673,NotAvailable,"Substituents: [""Anthracycline"", ""Anthracyclinone-skeleton"", ""Aminoglycoside core"", ""Tetracenequinone"", ""9,10-anthraquinone"", ""1,4-anthraquinone"", ""Anthracene"", ""Hexose monosaccharide"", ""Glycosyl compound"", ""O-glycosyl compound"", ""Tetralin"", ""Anisole"", ""Aryl ketone"", ""Ketazine"", ""Alkyl aryl ether"", ""Amino saccharide"", ""Azine"", ""Benzenoid"", ""Monosaccharide"", ""Oxane"", ""Piperidine"", ""Tertiary alcohol"", ""Vinylogous acid"", ""Secondary alcohol"", ""1,2-aminoalcohol"", ""Ketone"", ""Polyol"", ""Oxacycle"", ""Azacycle"", ""N-organohydroxylamine"", ""Ether"", ""Organoheterocyclic compound"", ""Acetal"", ""Organic nitrogen compound"", ""Organooxygen compound"", ""Primary amine"", ""Hydrocarbon derivative"", ""Organic oxide"", ""Organopnictogen compound"", ""Organonitrogen compound"", ""Aldehyde"", ""Amine"", ""Alcohol"", ""Organic oxygen compound"", ""Primary aliphatic amine"", ""Aromatic heteropolycyclic compound""]"
3743673,NotAvailable,External_descriptors: []
3743673,NotAvailable,"Ancestors: [""1,2-aminoalcohols"", ""Acetals"", ""Alcohols and polyols"", ""Aldehydes"", ""Alkanolamines"", ""Alkyl aryl ethers"", ""Amines"", ""Aminoglycosides"", ""Aminosaccharides"", ""Anisoles"", ""Anthracenes"", ""Anthracyclines"", ""Anthraquinones"", ""Aryl ketones"", ""Azacyclic compounds"", ""Azines"", ""Benzenoids"", ""Carbohydrates and carbohydrate conjugates"", ""Carbonyl compounds"", ""Chemical entities"", ""Ethers"", ""Glycosyl compounds"", ""Hexoses"", ""Hydrazines and derivatives"", ""Hydrocarbon derivatives"", ""Ketazines"", ""Ketones"", ""Monoalkylamines"", ""Monosaccharides"", ""N-organohydroxylamines"", ""Naphthacenes"", ""O-glycosyl compounds"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Oxacyclic compounds"", ""Oxanes"", ""Phenol ethers"", ""Phenylpropanoids and polyketides"", ""Piperidines"", ""Polyols"", ""Primary amines"", ""Secondary alcohols"", ""Tertiary alcohols"", ""Tetracenequinones"", ""Tetralins"", ""Vinylogous acids""]"
